round,val_loss,val_acc,test_loss,test_acc
438,2.7504,0.3836,2.6694,0.4099
439,2.7643,0.3920,2.6718,0.4099
440,2.7177,0.3848,2.6527,0.4036
441,2.7056,0.3878,2.6361,0.4077
442,2.7288,0.3956,2.6760,0.4096
443,2.7194,0.3846,2.6698,0.4020
444,2.7170,0.3772,2.6410,0.4044
445,2.7317,0.3830,2.6530,0.4117
446,2.7486,0.3848,2.6711,0.4074
447,2.7636,0.3888,2.6969,0.4081
448,2.7467,0.3872,2.6532,0.4071
449,2.7234,0.3862,2.6493,0.4142
450,2.7354,0.3868,2.6699,0.4097
451,2.7868,0.3846,2.6657,0.4064
452,2.8088,0.3818,2.7291,0.4055
453,2.7525,0.3820,2.6773,0.3992
454,2.8173,0.3838,2.7095,0.4072
455,2.7858,0.3860,2.6805,0.4087
456,2.7491,0.3842,2.6662,0.4066
457,2.7681,0.3880,2.6983,0.4063
458,2.8198,0.3862,2.7194,0.4027
459,2.7607,0.3904,2.6904,0.4082
460,2.7359,0.3870,2.6845,0.4052
461,2.7603,0.3892,2.7076,0.4125
462,2.7657,0.3890,2.6966,0.4055
463,2.7813,0.3810,2.6916,0.4091
464,2.7331,0.3862,2.6702,0.4081
465,2.7567,0.3900,2.6847,0.4135
466,2.7169,0.3938,2.6878,0.4075
467,2.7846,0.3852,2.7577,0.4058
468,2.7814,0.3848,2.7296,0.4056
469,2.7255,0.3946,2.6955,0.4079
470,2.7422,0.3752,2.6696,0.4117
471,2.7553,0.3820,2.6753,0.4123
472,2.7800,0.3866,2.7100,0.4104
473,2.7530,0.3884,2.6749,0.4124
474,2.7705,0.3882,2.6968,0.4129
475,2.7751,0.3810,2.7158,0.4115
476,2.7483,0.3912,2.6969,0.4102
477,2.7936,0.3838,2.7392,0.4026
478,2.7441,0.3870,2.6647,0.4109
479,2.8249,0.3848,2.7178,0.4157
480,2.7242,0.3998,2.6837,0.4108
481,2.7436,0.3900,2.7337,0.4074
482,2.7533,0.3844,2.6697,0.4129
483,2.7403,0.3954,2.6943,0.4123
484,2.7838,0.3890,2.7017,0.4095
485,2.7145,0.3848,2.6541,0.4104
486,2.7714,0.3964,2.6931,0.4136
487,2.7830,0.3880,2.7090,0.4119
488,2.7590,0.3972,2.6996,0.4096
489,2.7883,0.3902,2.7041,0.4163
490,2.7604,0.3876,2.7033,0.4134
491,2.7590,0.4004,2.7032,0.4163
492,2.7833,0.3894,2.7099,0.4137
493,2.7709,0.3964,2.7257,0.4168
494,2.7634,0.3842,2.6839,0.4144
495,2.7668,0.3870,2.7200,0.4158
496,2.7702,0.3914,2.7025,0.4172
497,2.7406,0.3950,2.6990,0.4168
498,2.7250,0.3908,2.6779,0.4108
499,2.8495,0.3944,2.7840,0.4124
500,2.7760,0.3918,2.6873,0.4198
501,2.7668,0.3926,2.7060,0.4098
502,2.8048,0.3882,2.7361,0.4178
503,2.8024,0.3948,2.7197,0.4096
504,2.7488,0.3848,2.7202,0.4106
505,2.7970,0.3952,2.7289,0.4130
506,2.7531,0.3914,2.7033,0.4164
507,2.7734,0.3978,2.7253,0.4151
508,2.7776,0.3978,2.7221,0.4101
509,2.7770,0.3900,2.7036,0.4136
510,2.7605,0.3938,2.7118,0.4130
511,2.7353,0.3994,2.6667,0.4140
512,2.8039,0.3842,2.7376,0.4131
513,2.7670,0.3972,2.7132,0.4168
514,2.7738,0.3886,2.7295,0.4063
515,2.7634,0.3914,2.7028,0.4180
516,2.7511,0.3942,2.7023,0.4154
517,2.7901,0.3960,2.6975,0.4168
518,2.8115,0.3990,2.7582,0.4150
519,2.7955,0.3816,2.7329,0.4118
520,2.8391,0.3980,2.7542,0.4192
521,2.8011,0.3882,2.7375,0.4120
522,2.7981,0.3920,2.7397,0.4134
523,2.8107,0.3884,2.7231,0.4158
